# VietSentiWordNet v1.0.0 (1 June 2011)
# Copyright 2010 ISTI-CNR.
# All right reserved.
#
# VietSentiWordNet is distributed under the GNU publish licence
# http://www.gnu.org/licenses/gpl.html
#
# For any information about VietSentiWordNet:
# Web: https://sourceforge.net/projects/vietsentiwordne/
# -------
#
# Data format.
#
# VietSentiWordNet v1.0 is based on SentiWordNet version 3.0.
# SentiWordNet website: http://sentiwordnet.isti.cnr.it/
# The values PosScore and NegScore are the positivity and negativity
# score assigned by SentiWordNet to the synset.
# The objectivity score can be calculated as:
# ObjScore = 1 - (PosScore + NegScore)
# SynsetTerms column reports the terms, with sense number, belonging
# to the synset (separated by spaces).
# POS	ID	PosScore	NegScore	SynsetTerms	Gloss
a	00575126	0	0.5	bảo_thủ cực_đoan#1	được đẩy tới mức quá đáng, tới cực độ ; "thái độ cực đoan"
a	00579084	0.75	0	dễ_thấy#1	rõ ràng bằng mắt hoặc tâm trí, "dễ thấy cái tháp ở một khoảng cách xa"
a	00579622	0.5	0	nổi_tiếng#2 lớn#5	dễ thấy ở vị trí hay tầm quan trọng; "một nhân vật lớn trong phong trào", "người đàn ông lớn tuổi trong trường", "anh ta rất lớn trong giới tài chính";
a	00579881	0.5	0	đậm#2	rõ ràng và riêng biệt; "đậm chữ viết tay", "một nhân vật trong cứu trợ khắc đậm", "một thiết kế đậm"
a	00581401	0.125	0.5	vô_hình#2 không dễ_thấy#1	không nổi bật hoặc không dễ dàng nhận thấy; "ông đẩy chuỗi thông qua một lỗ hổng không dễ thấy", "người đàn ông vô hình"
a	00582164	0.25	0.75	không_thể nhận_rõ#1	khó hoặc không thể nhận thức, phân biệt, "tăng nhiệt độ không thể nhận rõ̉"
a	00582314	0.625	0	phân_biệt#1	có khả năng được xem là khác nhau hoặc khác biệt; "một dự án phân biệt thành bốn giai đoạn của tiến bộ", "phân biệt sự khác nhau giữa cặp song sinh "
a	00586183	0	0.625	phá_hủy#1	gây phá hủy hoặc thiệt hại nhiều, "một chính sách sai có thể phá hoại nền kinh tế"
a	00587697	0	0.75	tàn_phá#3	phá hoại nặng nề trên một phạm vi rộng ;  "cơn bão tàn phá nhiều nhá cửa"
a	00589448	0.25	0.5	tự_mãn#1 tự hài_lòng#1	tự lấy làm thoả mãn về những gì mình đã đạt được, mà không cần phải cố gắng hơn nữa; "nó tự mãn với những gì đạt được"
a	00589624	0.125	0.75	bất_mãn#1	không bằng lòng do không được thoả mãn điều gì đó mà tự nghĩ là mình đáng được hưởng; "thái độ bất mãn"
a	00597424	0.125	0.5	liên_tục#2	tiếp nối nhau thành một quá trình không bị gián đoạn; "quần áo thay đổi liên tục"
a	00601032	0	0.625	hung_hăng#1	có dáng vẻ sẵn sàng có những hành động thô bạo chống lại người khác; "điệu bộ hung hăng"
a	00604617	0.625	0.25	thuận_tiện#1	phù hợp với sự thoải mái hay mục đích của bạn hay nhu cầu; "một lý do thuận tiện cho không"
a	00605128	0.125	0.75	bất_tiện#1	không phù hợp với sự thoải mái của bạn, mục đích hoặc các nhu cầu ;"thật là bất tiện không có điện thoại trong nhà bếp", "hội trường lại là một nơi bất tiện cho điện thoại"
a	00605406	0	0.75	vụng#1	không khéo trong hoạt động chân tay, nên kết quả đạt được thường không tốt, không đẹp; "nấu ăn vụng"
a	00605893	0.5	0	nhận_được#2	chấp nhận rộng rãi như là đúng hay xứng đáng, "tôi vừa  nhận được ý một tưởng độc đáo"
a	00607421	0	0.625	thông_thường#4	hường có, thường thấy, không có gì lạ hoặc đặc biệt ; "đồ dùng thông thường"
a	00615191	0.5	0	đáng_tin_cậy#3	xuất hiện để xứng đáng niềm tin hoặc chấp nhận, "một nhân chứng đáng tin cậy"
a	00623261	0	0.875	hoang_sơ#2	rất hoang dại, như ở thời sơ khai, nguyên thuỷ; "rừng núi hoang sơ"
a	00621857	0	0.75	bẩn_thỉu dơ_bẩn#2	phi đạo đức hoặc không trung thực ; "một kế hoạch  bẩn thỉu dơ bẩn"
a	00633084	0.125	0.75	giả_dối#3	dựa trên một khái niệm không chính xác hoặc sai lệch, thông tin; "giả dối hy vọng"
a	00633235	0.25	0.625	sai_lầm#2	phát sinh lỗi; "một giả định sai lầm", "một quan điểm sai lầm về tình hình"
a	00633235	0.25	0.625	lầm#2	phát sinh lỗi; "anh bị lầm rồi"
a	00639842	0.875	0	lịch_sự#2	đặc trưng bởi lịch sự và cách cư xử tốt duyên dáng; "nếu một người đàn ông được duyên dáng và lịch sự với người lạ nó cho thấy ông là một công dân của thế giới"
a	00640520	0.125	0.5	đột_ngột#4	rất bất ngờ, hoàn toàn không có một dấu hiệu gì báo trước ; "cảm đột ngột"
a	00641640	0	0.5	bất_lịch_sự#1	không lịch_sự ; "anh ta có thái độ bất lịch sự"
a	00649586	0.5	0	quan_trọng#3	đặc trưng bởi đánh giá cẩn thận và hành án; "một đọc quan trọng", "một luận án quan trọng", "một phân tích quan trọng của những bài viết của Melville"
a	00651039	0	0.625	nghiêm_trọng#3	ở trong tình trạng xấu đến mức trầm trọng, có nguy cơ dẫn đến những hậu quả hết sức tai hại; "hậu quả nghiêm trọng"
a	00652533	0	0.5	không quan_trọng#1	không quan trọng; "bài toán đó không quan trọng"
a	00670635	0.25	0.75	đáng_ghét#3	xứng đáng là một lời nguyền; "hắn thật đáng ghét"
a	00670741	0.875	0	may_mắn#1	ở vào tình hình gặp được điều tốt lành; "cô ta thật may mắn"
a	00670741	0.875	0	may#1	ở vào tình hình gặp được điều tốt lành; "số may"
a	00679147	0	0.75	hỏng#1	hại hay bị thương hoặc hư hỏng; "Tôi sẽ không mua hàng hoá bị hư hỏng", "cơn bão để lại một thức của các tòa nhà bị hư hỏng nặng"
a	00685638	0.5	0.125	quyết_định#3	đặc trưng bởi các quyết định và vững chắc; "một khả năng và quyết định người phụ nữ trẻ", "chúng ta cần lãnh đạo quyết định", "cô ấy đã cho anh ta một câu trả lời quyết định"
a	00688947	0.75	0	đoan_trang#1	đặc trưng bởi đắn, nhân phẩm và hương vị tốt trong cách cư xử và hành; "cô ấy là người đoan trang, dịu dàng"
a	00689336	0.75	0.125	nghiêm_trang#1	đặc trưng của phẩm giá và đắn ; "nét mặt nghiêm trang"
a	00622935	0.75	0.25	liêm_khiết#1	có phẩm chất trong sạch, không tham ô, không nhận tiền của hối lộ ;"sống liêm khiết"
a	00620585	0	0.625	bất_hợp_tác#1	không muốn hợp tác; "một nhân chứng bất hợp tác"
a	00684163	0	0.625	khiêu_dâm#1	có hành động để kích động để không đoan hoặc ham muốn, "vũ điệu thường trở thành khiêu dâm"
a	00685924	0.5	0.125	kiên_quyết#2	đặc trưng bởi các nhanh chóng và vững chắc; "ông ta trả lời một cách dứt khoát"
a	00686573	0	0.625	do_dự#1	thiếu quyết đoán của nhân vật do dự, không thể hành động hoặc quyết định nhanh chóng hay vững; "cô ta có tính do dự"
a	00687952	0.5	0	khẳng_định#1	tự tin tuyên bố là như vậy; "việc khẳng định giá trị của bức tranh"
a	00694608	0.5	0	đánh_bại#1	đánh đập, khắc phục, không chiến thắng; "kẻ thù bị đánh bại"
a	00695024	0.5	0	bất_khả_chiến_bại#1	chiến thắng; "bất khả chiến bại trong trận chiến", "một đội bất khả chiến bại"
a	00696207	0	0.5	nghịch_ngợm#1	hay nghịch, thích nghịch; "con bé hay nghịch ngợm"
a	00696335	0	0.75	ngoan_cố#2	khăng khăng không chịu từ bỏ ý nghĩ, hành động sai trái của mình, mặc dù bị phản đối, chống đối mạnh mẽ ; "Đại học bị đình chỉ những người biểu tình ngoan cố nhất"
a	00696828	0.5	0	tuân_theo#1	xử lý hoặc sẵn sàng để thực hiện; "một người nào đó tuân theo thuyết phục"
a	00700451	0.75	0	xác_định#1	chính xác, rõ ràng và xác định rõ ràng; "Tôi muốn có một câu trả lời rõ ràng", "một tuyên bố xác định của các điều khoản của sẽ"
a	00703109	0	0.625	chán_nản#1	bị ảnh hưởng hoặc đánh dấu bằng tinh thần thấp; "cô ấy chán nản nhưng cố gắng để nhìn vui vẻ"
a	00704609	0.625	0.25	phấn_chấn#1	ở trạng thái hăng hái, hứng khởi do tác động của một sự việc hoặc ý nghĩ tích cực, hợp nguyện vọng ; "người chiến thắng phấn chấn"
a	00709215	0	0.625	yếu_đuối mỏng_manh#3	tinh tế dễ bị phá vỡ, hư hỏng hoặc bị phá hủy; "cô ấy là người yếu đuối mỏng manh"
a	00712004	0.5	0.125	dễ_tính#3	có tính dễ dãi, không đòi hỏi nhiều để có thể hài lòng ; "một giáo viên dễ tính"
a	00713351	0	0.5	tuyệt_vọng#5	hiển thị cực kỳ khẩn cấp hoặc cường độ đặc biệt vì nhu cầu rất lớn hoặc mong muốn, "cảm thấy một thôi thúc tuyệt vọng để thú nhận"
a	00715140	0.625	0.25	dân_chủ#1	đặc trưng bởi hoặc ủng hộ hoặc dựa trên các nguyên tắc của nền dân chủ hay công bằng xã hội; "chính phủ dân chủ", "một nước dân chủ"
a	00717417	0	0.625	phi dân_chủ#1	không đồng ý với hoặc theo học thuyết dân chủ hoặc thực hành hay lý tưởng; "các công đoàn đã phá vỡ các thủ tục qua phi dân chủ của mình"
a	00724397	0.625	0	chắc_chắn#5	đáng tin cậy trong hoạt động hoặc hiệu ứng; "một biện pháp khắc phục nhanh chóng và chắc chắn", "một cách chắc chắn để phân biệt hai", "bụi gỗ là một dấu hiệu chắc chắn của mối"
a	00726317	0	0.75	bất_lực#3	không thể quản lý độc lập; "bất lực như một em bé"
a	00732960	0.5	0	mong_muốn#1	giá trị có hoặc tìm kiếm hoặc đạt được; "một công việc mong muốn","một kết quả mong muốn"
a	00736299	0	0.5	đổ_nát#3	đưa đến hủy hoại; "sau cuộc cách mạng quý tộc đã đổ nát"
a	00737116	0	0.625	đắm#1	bị phá hủy trong một tai nạn; "một con tàu đắm", "một xa lộ đầy đủ của chiếc xe đắm"
a	00737432	0.625	0	bảo_tồn#1	bảo vệ khỏi tác hại, mất mát ; "di tích lịch sử cần được bảo tồn"
a	00738829	0.625	0	phát_hiện#1	có khả năng được xác định chắc chắn hoặc phát hiện ra"; "một đại dương nữa được phát hiện"
a	00741076	0.625	0	quyết_tâm#2	quyết và cố gắng thực hiện bằng được điều đã định, tuy biết là có nhiều khó khăn, trở ngại; "quyết tâm tăng trưởng"
a	00745858	0.125	0.75	gian_khổ#3	khó khăn để thực hiện, đòi hỏi nỗ lực đáng kể về tinh thần và kỹ năng; "công việc gian khổ của việc chuẩn bị một từ điển"
a	00746994	0.75	0.125	nhạy_cảm#2	khó khăn để xử lý; đòi hỏi lớn nguyên vẹn; "một chủ đề nhạy cảm"
a	00747226	0.125	0.875	trục_trặc#3	thất thường khó khăn trong hoạt động, có thể bị phiền hà; "tên lửa bị nhiều quá trục trặc sẽ được thử nghiệm gần khu vực dân cư dày đặc", "thành phần trục trặc của hệ thống truyền thông"
a	00748947	0	0.5	cố_gắng#1	bỏ công sức ra nhiều hơn mức bình thường để làm việc g; "giảm khi lần cố gắng"
a	00749040	0	0.625	bực_bội#2	gây khó khăn trong việc tìm kiếm một câu trả lời hay giải pháp, nhiều tranh chấp; "bực bội vấn đề ưu tiên"
a	00751525	0.5	0.25	nghiêm#1	có hay thể hiện nhân phẩm, đặc biệt là hình thức hoặc stateliness ở mang hoặc xuất hiện; "thái độ trang nghiêm của mình", "giám đốc của trường đã được một mái tóc trắng trang nghiêm quý ông"
a	00752847	0	0.625	ngớ_ngẩn#3	cảm hứng khinh thương hại; "một cách trả lời ngớ ngẩn"
a	00754873	0.25	0.5	cẩu_thả#1	đặc trưng bởi quá đáng, bỏ bê, thiếu quan tâm;"cha mẹ cẩu thả", "cẩu thả của các chi tiết", "cẩu thả trong thư của mình"
a	00757923	0.625	0	tập_trung#5	dồn sức hoạt động, hướng các hoạt động vào một việc gì ; "tập trung tư tưởng"
a	00509206	0	0.625	không tương_thích#4	không có khả năng được sử dụng hoặc kết nối với các thiết bị khác hoặc các thành phần mà không sửa đổi; "phần mềm không tương thích với linux"
a	00513165	0	0.75	không cạnh_tranh#1	tranh đua nhau để giành lấy lợi ích về phía mình, giữa những người, những tổ chức có cùng lĩnh vực hoạt động như nhau ; "không cạnh tranh vị trí", "không cạnh tranh lãi suất trong các trò chơi"
a	00514717	0	0.625	không nén được#1	không có khả năng bị nén, chịu nén, "đống rác không nén được"
a	00553899	0	0.625	không cân_đối#1	không đồng ý hoặc sự hòa hợp, "không cân đối quan điểm với những ý tưởng hiện nay"
a	00759169	0.5	0	lịch_thiệp#2	tỏ ra biết cách giao thiệp, làm vừa lòng người tiếp xúc với mình ; "cách cư xử lịch thiệp"
a	00760783	0	0.75	xa_lánh#1	gây ra sự thù địch hoặc mất thân thiện; "chị ấy hay xa lánh tôi"
a	00764301	0	0.5	vô_tội_vạ#2	thẳng thắn trực tiếp và thẳng thắn nhưng, tốt bụng; "làm một cách vô tội vạ"
a	00764484	0.5	0.125	thẳng#1	không kiêng nể, không che giấu, không úp mở, dám nói lên sự thật hoặc nói đúng những điều mình nghĩ ; "nói thẳng"
a	00765173	0	0.625	tàn_bạo#4	độc ác và hung bạo ; "cách đối xử tàn bạo chưa từng thấy"
a	00771373	0.875	0	sành_điệu#1	có hoặc tiết lộ cái nhìn sắc bén và sự phán đoán tốt; "một nhà phê bình sành điệu", "một người đọc sành điệu"
a	00771803	0.625	0	sáng_suốt#2	có khả năng nhận thức đúng đắn, giúp giải quyết vấn đề một cách tỉnh táo, không sai lầm ; "đầu óc sáng suốt"
a	00772910	0.625	0	kín_đáo#1	đánh dấu bằng sự khiêm tốn và thận trọng hoặc tự kiềm chế khôn ngoan; "trợ lý tin cậy kín đáo của mình"
a	00773579	0.625	0	phân_biệt đối_xử#1	đánh dấu bằng khả năng nhìn thấy hoặc làm cho sự phân biệt tiền phạt; "bản án phân biệt đối xử"
a	00773759	0.125	0.625	bừa_bãi#2	không có trật tự, không kể gì trật tự ; "thói quen đọc bừa bãi", "một hỗn hợp bừa bãi của màu sắc và phong cách"
a	00774006	0	0.75	lăng_nhăng#1	đủ các thứ bất kì, tuỳ tiện và chẳng có giá trị gì ; "hắn viết lăng nhăng trên giấy"
a	00774676	0.5	0	đánh_giá cao#2	có hay trân trọng hay một phán quyết thuận lợi quan trọng hoặc ý kiến; "đánh giá cao về một phong cảnh đẹp", "một tiếng cười tán thưởng từ phía khán giả"
a	00775693	0.625	0	chọn_lọc#1	chăm sóc để chọn, đặc trưng bởi sự lựa chọn cẩn thận; "một đầu đọc đặc biệt nhanh chóng và chọn lọc"
a	00785889	0.75	0	không rời_rạc#1	không chia, chia thành nhiều phần; "các lớp đã được hợp nhất thành một khối không rời rạc"
a	00787136	0.125	0.5	độc_đoán#1	dùng quyền của mình mà định đoạt công việc theo ý riêng, bất chấp ý kiến của những người khác ; "quyết định độc đoán"
a	00788032	0.125	0.5	bắt_nạt#1	cậy quyền thế, sức mạnh mà doạ dẫm làm cho phải sợ ; "bắt nạt trẻ con"
a	00788821	0.75	0	phục_tùng#1	tuân theo, không làm trái lại ; "công chức phục tùng"
a	00791131	0.25	0.75	không_phục#1	không làm theo hoặc không phục tùng; "tôi không phục anh"
a	00792476	0.625	0	sở_hữu#3	có hoặc hiển thị một mong muốn kiểm soát hoặc chi phối; "cha mẹ sở hữu"
a	00795078	0.5	0.125	khoa_trương#1	có hứng thú và hấp dẫn về cảm xúc của câu chuyện cường điệu; "anh ta có tính khoa trương"
a	00796591	0.5	0	sặc_sỡ#2	có nhiều màu sắc sáng, chói xen lẫn nhau ; "quần áo sặc sỡ"
a	00799517	0.625	0	tỉnh_táo#1	ở trạng thái tỉnh, không buồn ngủ, không say, không mê; "người bệnh đã hoàn toàn tỉnh táo"
a	00804695	0.5	0	sinh_động#1	đầy đủ của cuộc sống và năng lượng; "khu vườn sinh động"
a	00805566	0.625	0.25	mát_mẻ#1	át, có vẻ như nhẹ nhàng nhưng thật ra là có ý mỉa mai, chê trách, hờn dỗi; "buông lời mát mẻ"
a	00805810	0.75	0.25	lấp_lánh#3	có ánh sáng phản chiếu không liên tục, nhưng đều đặn, vẻ sinh động ; "mắt sáng lấp lánh"
a	00810636	0	0.5	lạc_hậu#4	có ít hơn tiến độ bình thường; "một đất nước lạc hậu về kinh tế"
a	00810916	0.625	0.25	ham#1	có hoặc hiển thị quan tâm hoặc mong muốn mãnh liệt hay thọ thiếu kiên nhẫn; "ham học"
a	00821959	0.625	0.125	danh_dự#1	cho là một vinh dự mà không có những nhiệm vụ bình thường; "một bằng danh dự"
a	00822115	0.625	0	dễ_dàng#3	có vẻ dễ, không đòi hỏi nhiều điều kiện, nhiều công phu ; "làm ăn dễ dàng"
a	00830717	0.25	0.75	ít_học#1	không có một nền giáo dục tốt; "người thiểu số thường ít học"
a	00834048	0	0.75	không_còn tồn_tại#1	không còn hiệu lực, sử dụng, không hoạt động; "một luật không còn tồn tại", "một tổ chức không còn tồn tại"
a	00837977	0	0.5	vất_vả#2	ở vào tình trạng phải bỏ ra nhiều sức lực hay tâm trí vào một việc gì trong một thời gian dài; "người nông dân quanh năm vất vả"
a	00841403	0	0.5	mạnh_mẽ#1	đặc trưng bởi hoặc toàn bộ lực hoặc sức mạnh (thường nhưng không nhất thiết thể chất); "một người mạnh mẽ"
a	00848074	0.5	0	bắt_buộc#1	về mặt đạo đức hay pháp lý ràng buộc hay bắt buộc; "tại nhà là bắt buộc", "một đóng góp bắt buộc"
a	00851744	0.5	0	đủ_điều_kiện#1	đủ tiêu chuẩn hoặc cho phép hoặc xứng đáng được chọn; "đủ điều kiện để chạy cho các văn phòng", "hội đủ điều kiện cho phúc lợi hưu trí", "một cử nhân đủ điều kiện"
a	00852197	0.5	0	xứng_đáng#2 phù_hợp mong_muốn#2	xứng đáng là lựa chọn đặc biệt là khi một người phối ngẫu, "các bậc cha mẹ thấy các cô gái thích hợp cho con trai của họ"
a	00854255	0.5	0.25	cảm#1	đặc trưng bởi cảm xúc ; "cảm thấy lạnh"
a	00858558	0.75	0	kiên_nhẫn#1	có khả năng tiếp tục làm việc đã định một cách bền bỉ, không nản lòng, mặc dù thời gian kéo dài, kết quả còn chưa thấy ; "kiên nhẫn chờ đợi"
a	00864693	0	0.625	thất_nghiệp#1	không tham gia vào một nghề nghiệp nào; "công nhân thất nghiệp đã tuần hành về thủ đô"
a	00865620	0.75	0	say_mê#1	đầy ngạc nhiên và thích thú; "cô ta thực sự say mê bộ phim"
a	00866047	0	0.875	thất_vọng#1	mất hết hi vọng, không còn trông mong gì được nữa ; "cô ấy lắc đầu thất vọng"
a	00866392	0.5	0.375	vỡ_mộng#1	giải thoát khỏi ảo tưởng; "thất bại làm cô ấy vỡ mộng"
a	00876465	0.25	0.5	lơ_đãng#1	thiếu niềm say mê hoặc sự lanh lẹ; "ông đã lơ đãng và chán"
a	00883830	0	0.625	tối_giản#1	không có khả năng được thực hiện nhỏ hơn hoặc đơn giản; "một tối thiểu tối giản", "một công thức tối giản"
a	00884007	0.5	0	giác_ngộ#1	hiểu ra hoặc làm cho hiểu ra lẽ phải trái; "giác ngộ cách mạng"
a	00885415	0.25	0.625	không gan_dạ#1	 không dám mạo hiểm ; "anh ấy không gan dạ"
a	00885695	0.625	0	nhiệt_tình#1	có hay thấy hứng thú và quan tâm rất lớn; "đám đông đầy nhiệt tình đường phố", "một phản ứng nhiệt tình"
a	00888765	0.375	0.5	ganh_tị#1	khó chịu, bực dọc với người được hưởng cái gì đó (thường là về tinh thần, tình cảm) hơn mình, có được cái mình muốn mà không có ; "ghen ăn với em"
a	00889239	0.75	0	nhớ_nhà#1	khao khát trở về nhà; "tuy xa nhà chưa lâu nhưng cô rất nhớ nhà"
a	00899612	0.125	0.5	phức_tạp#1	đòi hỏi kiến thức bí mật hay bí ẩn; "các nghiên cứu khoa học phức tạp của Cảm xạ"
a	00904163	0.75	0	tôn_kính#1	xứng đáng tôn trọng hoặc đối cao ; "các vị thần rất được tôn kính"
a	00904548	0	0.75	khinh#1	đáng khinh miệt hoặc khinh miệt ; "hành động thật đáng  khinh"
a	00905181	0.333	0.667	thương_tâm#1 thảm_hại đáng_thương#2	cảm hứng pha trộn sự khinh thường và thương hại; "những nỗ lực của họ đã được thảm hại", "thiếu nhân vật đáng thương"
a	00905386	0.625	0	đạo_đức#2	phù hợp với tiêu chuẩn được chấp nhận hành vi xã hội hoặc chuyên nghiệp; "một luật sư có đạo đức", "đạo đức hành nghề y", "một vấn đề đạo đức", "đã không phản đối đạo đức để uống"; " Chúng ta là một thế giới của người khổng lồ hạt nhân và trẻ sơ sinh có đạo đức " Omar N. Bradley
a	00905905	0.5	0	miễn_phí#1	truyền đạt hay giống như một lời khen; "uống trà miễn phí"
a	00906312	0.5	0.25	ca_ngợi#1	đầy đủ hoặc cho lời khen ngợi; "ca ngợi những người anh hùng đã hi sinh cho dân tộc"
a	00907032	0	0.75	chê_bai#1	tỏ lời chê; "lên tiếng chê bai"
a	00912814	0	0.75	loang_lổ#1	không đều hoặc không đồng đều trong kết cấu, chất lượng;  "sương mù loang lổ"
a	00919984	0.25	0.5	điên#3	sở hữu bởi sự phấn khích quá mức; "đám đông điên"
a	00923993	0	0.5	khiển_trách#1	phê phán nghiêm khắc khuyết điểm của cấp dưới ; "hắn bị khiển trách vì thiếu tinh thần trách nhiệm"
a	00925560	0.625	0	cạn_kiệt#1	cạn sạch, đến mức không còn tìm đâu, lấy đâu ra nữa ; "nguyên liệu cạn kiệt"
a	00925820	0.625	0	tái_tạo#2	có khả năng được gia hạn, thay thế; "năng lượng tái tạo như năng lượng mặt trời là vô tận về mặt lý thuyết"
a	00932695	0	0.75	tiêu_hao#1	giảm chi tiêu; "tiêu hao năng lượng"
a	00933154	0.5	0	đắt#1	cao giá hoặc sạc giá cao; "quần áo đắt tiền", "một cửa hàng đắt tiền"
a	00938659	0.5	0	hợp_lệ#2	vẫn hợp pháp chấp nhận được; "giấy phép còn hợp lệ"
a	00946499	0.5	0	mở_rộng#1	có thể hoặc có xu hướng mở rộng hoặc đặc trưng bởi sự mở rộng; "mở rộng các vật liệu", "các lực lượng mở rộng của lửa"
a	00958151	0.5	0	công_bằng#1	công bằng cho tất cả các bên như là quyết định bởi lý trí và lương tâm; "công bằng điều trị của tất cả các công dân", "một phân phối công bằng của các quà tặng trong số các trẻ em"
a	00958475	0.625	0.25	trung_thực#7	đã đạt được hoặc kiếm được mà không có gian lận hoặc trộm cắp; "một mức lương trung thực", "một đồng xu công bằng"
a	00958712	0.25	0.625	bất_công#3 không_công_bằng#1	không công bằng; "việc phân chia không công bằng của cải", "không công bằng thuế"
a	00958880	0.625	0	trung_thành#1	kiên định trong tình cảm hay lòng trung thành; "năm phục vụ trung thành", "trung thành nhân viên", "chúng tôi không nghi ngờ rằng nước Anh có một người yêu nước trung thành trong Chancellor Chúa"
a	00959731	0.625	0	chung_thủy#1	không đúng với nhiệm vụ hoặc nghĩa vụ hoặc hứa hẹn;  "một người yêu  không chung thủy"
a	00959979	0	0.625	bỏ_đạo#1	không trung thành với tôn giáo hoặc bên gây ra ; "anh ta mang tiếng bỏ đạo"
a	00960094	0	0.5	nguy_hiểm#2	 có thể gây hại lớn; "quả bom nguy hiểm"
a	00960481	0.125	0.75	không đúng sự_thật#2	không đúng với một nghĩa vụ hay sự tin tưởng; "là không đúng sự thật để có cơ hội cao nhất và nhiệm vụ của mình" Bruno Laske
a	00963502	0	0.5	chịu_nổi#2	bao gồm hoặc đặc điểm, kích động bạo loạn; "hành vi thể chịu nổi", "chịu nổi ý nghĩ", "một bài phát biểu thể chịu nổi"
a	00964303	0.25	0.625	lang_thang#1	đi lạc từ các khóa học phải hoặc từ các tiêu chuẩn được chấp nhận; "trẻ lang thang"
a	00966477	0	0.625	lạ#1	không được biết đến hoặc biết đến; "một cái tên xa lạ với hầu hết", "cảnh giác vào ban đêm đặc biệt là trong môi trường xung quanh không quen thuộc"
a	00968730	0.5	0	kỳ_lạ#2	nổi bật lạ hay bất thường; "một kiểu tóc kỳ lạ", "proton, neutron, điện tử và tất cả các biến thể lạ", "cảnh quan kỳ lạ của một hành tinh chết"
a	00983862	0.5	0	khó_tính#1	cho sự chú ý cẩn thận đến từng chi tiết, khó lòng, quá quan tâm đến sự sạch sẽ; "một trí thức khó tính và sắc bén", "khó tính về vệ sinh cá nhân"
a	00990855	0.5	0	mảnh_dẻ#3	gầy và mảnh, trông có vẻ yếu ; "dáng người mảnh dẻ"
a	01000881	0	0.75	khổ_sở#1	đau đớn và cực khổ ;  "một lời nhận xét khổ sở"
a	01001180	0	0.75	vớ_vẩn#1	chẳng có nghĩa lí gì, chẳng có tác dụng gì thiết thực ; "toàn những thứ vớ vẩn"
a	01001547	0	1	bất_hạnh#3	không may gặp phải điều rủi ro, làm cho đau khổ ; "đứa trẻ bất hạnh"
a	02395115	0.625	0.25	ngon#1	đẹp lòng ý thức hương vị; "một miếng ngon"
a	02423432	0.5	0	gọn_gàng#2	tỏ ra chu đáo trong thực hiện; "gọn gàng bài tập ở nhà", "chữ viết tay gọn gàng"
a	02423284	0.5	0.375	trật_tự#2	sạch hoặc tổ chức; "ăn mặc gọn gàng của cô", "một căn phòng gọn gàng"
a	02418538	0	0.625	không_thể_tưởng_tượng#1	không có khả năng được hình thành hoặc xem xét
a	02418872	0.625	0	chu_đáo#2	triển lãm hoặc được đặc trưng bởi suy nghĩ cẩn thận, "một giấy chu đáo"
a	02421003	0	0.75	vô_tâm#1 không suy_nghĩ#1 không_biết suy_nghĩ#1	không trưng bày hoặc đặc trưng bởi suy nghĩ cẩn thận
a	02422685	0.625	0	ngăn_nắp#1	đánh dấu theo thứ tự và sạch sẽ trong xuất hiện hoặc thói quen, "một người ngăn nắp", "một ngôi nhà sạch sẽ", "một tâm ngăn nắp"
a	02427087	0.625	0	chỉnh_tề#1	gọn gàng và thông minh trong hình; chăm sóc tốt, "người quản lý là một người đàn ông trẻ đẹp ăn mặc chỉnh tề", "con ngựa của ông là luôn luôn sạch sẽ"
a	02425220	0.125	0.75	bù_xù#1 bị làm nhàu#1 nhăn nhúm#1 nhăn nhúm#1	trong tình trạng lộn xộn; cực kỳ hỗn loạn "quần áo của cô đã bị nhăn nhíu", "bôi bột và frowzled", "một giường bị làm nhăn nhúm "," một chiếc giường với tấm rối bù "," tóc nâu của ông đã được làm rối, dày, và xoăn "
a	02425529	0	0.5	lộn_xộn#1 không trật_tự#1 mất trật_tự#2	trong rối loạn hoàn toàn, "một đống quần áo bừa bãi"
a	02426042	0	0.875	bừa_bộn#1	dơ bẩn và mất trật tự, "một phòng ngủ quấy khóc bừa bộn", "thói quen ăn uống lộn xộn của một đứa trẻ"
a	02435671	0	0.625	không chịu_đựng được#1 không_thể chịu_đựng#1 không_thể chấp_nhận#1	không có khả năng được đưa lên với, "một mức độ không thể chấp nhận của tình cảm"
a	02435901	0	0.5	cay_đắng#2	rất khó khăn để chấp nhận hoặc chịu, "sự thật cay đắng", "một nỗi buồn cay đắng"
a	02436341	0.5	0	chịu#1	hiển thị tôn trọng các quyền hay ý kiến hoặc thực hành của người khác
a	02450640	0	0.625	không độc#1 không có chất_độc#1	không sản xuất hoặc thu được từ chất độc
a	02451951	0	0.75	khó#1	không dễ làm, khó quản lý hoặc nấm mốc; "một khuynh hướng khó chữa", "khó chữa đau", "vấn đề khó nhất của thời đại chúng ta", "khó chữa kim loại"
a	02455845	0	0.5	quấy_rầy#1 làm_phiền#1 quấy_rối#2	rắc rối liên tục đặc biệt là với các phiền toái nhỏ; "quấy nhiễu bà mẹ làm việc", "một biểu hiện quấy rầy", "nghèo cha quấy rầy cô ấy đã phải chịu đựng gián đoạn liên tục của cô "," sự bực bội cha mẹ của một thiếu niên ngang bướng "
a	02458871	0	0.5	khổ#1	rắc rối bởi đau đớn hay mất mát; "những người tị nạn đau khổ"
